CustomerId,Recency,Frequency,MonetaryValue,R_quartile,F_quartile,M_quartile,RFM,Segment
13861.0,65,2,273.26,3,2,1,321,Normal
13862.0,25,1,346.73,2,1,2,212,Normal
13863.0,101,3,933.77,3,3,3,333,Normal
13864.0,22,1,662.4000000000001,2,1,2,212,Normal
13869.0,17,6,4913.22,1,4,4,144,Best
13870.0,23,7,2941.14,2,4,4,244,Loyal
13871.0,64,4,1482.6,3,3,3,333,Normal
13872.0,163,3,919.57,4,3,3,433,Normal
13873.0,19,5,649.32,2,3,2,232,Normal
13874.0,140,6,1508.7,4,4,3,443,Loyal
13875.0,23,9,3027.58,2,4,4,244,Loyal
13877.0,106,2,332.44,3,2,2,322,Normal
13878.0,183,3,1145.33,4,3,3,433,Normal
13879.0,281,1,395.5,4,1,2,412,Normal
13880.0,3,5,1171.89,1,3,3,133,Normal
13881.0,11,23,28019.58,1,4,4,144,Best
13883.0,39,10,3885.54,2,4,4,244,Loyal
13884.0,12,5,1037.43,1,3,3,133,Normal
13888.0,40,5,1405.92,2,3,3,233,Normal
13889.0,18,5,1574.3300000000002,1,3,3,133,Normal
13890.0,10,4,1043.57,1,3,3,133,Normal
13891.0,14,3,859.21,1,3,3,133,Normal
13892.0,113,2,634.68,3,2,2,322,Normal
13895.0,151,2,1415.45,4,2,3,423,Normal
13896.0,261,1,388.55,4,1,2,412,Normal
13897.0,74,2,849.56,3,2,3,323,Normal
13898.0,47,1,530.47,2,1,2,212,Normal
13900.0,25,3,869.64,2,3,3,233,Normal
13901.0,10,10,2809.14,1,4,4,144,Best
13902.0,268,5,34095.26,4,3,4,434,BigSpenders
13903.0,36,1,165.45000000000002,2,1,1,211,Normal
13905.0,368,1,312.65,4,1,2,412,Normal
13906.0,45,1,42.0,2,1,1,211,Normal
13907.0,327,1,136.8,4,1,1,411,Normal
13909.0,59,2,282.85,3,2,1,321,Normal
13911.0,15,11,1654.08,1,4,3,143,Loyal
13912.0,59,1,124.95,3,1,1,311,Normal
13913.0,142,1,42.22,4,1,1,411,Normal
13915.0,30,1,70.80000000000001,2,1,1,211,Normal
13916.0,99,4,1275.81,3,3,3,333,Normal
13919.0,60,2,975.87,3,2,3,323,Normal
13920.0,67,4,1774.68,3,3,4,334,BigSpenders
13921.0,38,4,730.7,2,3,3,233,Normal
13922.0,73,2,692.95,3,2,2,322,Normal
13927.0,73,1,359.27,3,1,2,312,Normal
13929.0,52,9,2651.45,2,4,4,244,Loyal
13931.0,28,9,4019.85,2,4,4,244,Loyal
13935.0,232,3,6116.92,4,3,4,434,BigSpenders
13936.0,18,2,563.08,1,2,2,122,Normal
13937.0,38,1,721.28,2,1,3,213,Normal
13939.0,67,4,992.41,3,3,3,333,Normal
13941.0,8,11,6009.34,1,4,4,144,Best
13942.0,170,1,320.0,4,1,2,412,Normal
13943.0,213,1,246.54,4,1,1,411,Normal
13944.0,289,1,200.43,4,1,1,411,Normal
13945.0,30,2,854.15,2,2,3,223,Normal
13946.0,12,3,1314.66,1,3,3,133,Normal
13948.0,47,3,446.76,2,3,2,232,Normal
13952.0,16,12,9572.45,1,4,4,144,Best
13953.0,45,5,3125.0,2,3,4,234,BigSpenders
13955.0,11,1,221.10999999999999,1,1,1,111,Normal
13957.0,53,3,458.25,2,3,2,232,Normal
13958.0,15,8,4709.2300000000005,1,4,4,144,Best
13959.0,35,3,470.73,2,3,2,232,Normal
13961.0,28,1,538.4,2,1,2,212,Normal
13962.0,71,1,193.25,3,1,1,311,Normal
13963.0,3,14,2347.33,1,4,4,144,Best
13964.0,23,2,438.9,2,2,2,222,Normal
13965.0,112,3,996.61,3,3,3,333,Normal
13966.0,71,1,384.26,3,1,2,312,Normal
13967.0,32,1,85.6,2,1,1,211,Normal
13968.0,59,1,123.66,3,1,1,311,Normal
13969.0,1,18,4266.88,1,4,4,144,Best
13970.0,22,2,846.55,2,2,3,223,Normal
13971.0,59,6,1909.31,3,4,4,344,AlmostLost
13974.0,218,1,264.13,4,1,1,411,Normal
13975.0,29,6,2795.16,2,4,4,244,Loyal
13976.0,142,3,834.38,4,3,3,433,Normal
13977.0,47,1,519.8100000000001,2,1,2,212,Normal
13979.0,29,6,2510.06,2,4,4,244,Loyal
13980.0,75,4,568.68,3,3,2,332,Normal
13981.0,51,1,331.14,2,1,2,212,Normal
13982.0,1,6,2511.08,1,4,4,144,Best
13983.0,2,10,4479.82,1,4,4,144,Best
13984.0,2,8,1128.09,1,4,3,143,Loyal
13985.0,10,7,2960.73,1,4,4,144,Best
13987.0,15,2,682.54,1,2,2,122,Normal
13988.0,19,2,609.84,2,2,2,222,Normal
13989.0,100,3,759.98,3,3,3,333,Normal
13992.0,16,2,142.7,1,2,1,121,Normal
13993.0,15,10,3309.35,1,4,4,144,Best
13995.0,15,9,2508.32,1,4,4,144,Best
13996.0,22,2,895.76,2,2,3,223,Normal
13997.0,155,3,376.46,4,3,2,432,Normal
13998.0,82,3,566.7,3,3,2,332,Normal
13999.0,10,17,5600.45,1,4,4,144,Best
14000.0,50,4,1410.68,2,3,3,233,Normal
14001.0,9,7,2487.01,1,4,4,144,Best
14003.0,368,1,209.41,4,1,1,411,Normal
14004.0,29,4,1675.81,2,3,3,233,Normal
14006.0,164,4,1234.48,4,3,3,433,Normal
14007.0,148,1,79.48,4,1,1,411,Normal
14008.0,68,1,509.04,3,1,2,312,Normal
14009.0,98,1,404.3,3,1,2,312,Normal
14010.0,201,2,445.15,4,2,2,422,Normal
14011.0,116,2,457.82,3,2,2,322,Normal
14013.0,16,2,611.5500000000001,1,2,2,122,Normal
14014.0,12,2,1443.03,1,2,3,123,Normal
14016.0,32,7,7062.2,2,4,4,244,Loyal
14017.0,207,1,229.75,4,1,1,411,Normal
14018.0,281,1,367.15000000000003,4,1,2,412,Normal
14020.0,112,2,606.21,3,2,2,322,Normal
14021.0,10,4,1084.68,1,3,3,133,Normal
14022.0,122,1,352.15000000000003,3,1,2,312,Normal
14024.0,26,1,318.04,2,1,2,212,Normal
14025.0,100,8,4057.9,3,4,4,344,AlmostLost
14026.0,106,2,713.11,3,2,3,323,Normal
14028.0,186,3,10396.5,4,3,4,434,BigSpenders
14030.0,2,14,5839.46,1,4,4,144,Best
14031.0,1,27,23632.72,1,4,4,144,Best
14032.0,2,6,1874.68,1,4,4,144,Best
14033.0,191,1,109.44,4,1,1,411,Normal
14035.0,42,4,1366.73,2,3,3,233,Normal
14037.0,114,4,689.75,3,3,2,332,Normal
14038.0,33,2,1509.5,2,2,3,223,Normal
14039.0,211,1,115.08000000000001,4,1,1,411,Normal
14040.0,22,23,8963.49,2,4,4,244,Loyal
14042.0,361,1,431.98,4,1,2,412,Normal
14043.0,127,2,302.6,3,2,1,321,Normal
14044.0,54,6,2431.28,3,4,4,344,AlmostLost
14045.0,9,13,9653.279999999999,1,4,4,144,Best
14047.0,8,10,2946.42,1,4,4,144,Best
14048.0,18,2,338.76,1,2,2,122,Normal
14049.0,23,9,7444.68,2,4,4,244,Loyal
14051.0,2,15,6784.01,1,4,4,144,Best
14052.0,26,1,241.3,2,1,1,211,Normal
14053.0,33,2,312.05,2,2,2,222,Normal
14055.0,213,2,795.3199999999999,4,2,3,423,Normal
14057.0,17,5,2135.0,1,3,4,134,BigSpenders
14058.0,98,2,469.19,3,2,2,322,Normal
14060.0,2,13,3378.66,1,4,4,144,Best
14061.0,143,3,917.4300000000001,4,3,3,433,Normal
14062.0,10,12,15120.800000000001,1,4,4,144,Best
14063.0,74,9,22710.2,3,4,4,344,AlmostLost
14064.0,66,10,1925.9,3,4,4,344,AlmostLost
14065.0,25,3,891.02,2,3,3,233,Normal
14068.0,239,3,1250.8700000000001,4,3,3,433,Normal
14069.0,150,2,225.81,4,2,1,421,Normal
14070.0,320,1,321.6,4,1,2,412,Normal
14072.0,302,1,390.85,4,1,2,412,Normal
14074.0,259,1,219.39999999999998,4,1,1,411,Normal
14075.0,39,3,792.61,2,3,3,233,Normal
14077.0,31,1,115.66,2,1,1,211,Normal
14078.0,9,4,640.34,1,3,2,132,Normal
14079.0,318,1,243.63,4,1,1,411,Normal
14080.0,49,4,1070.08,2,3,3,233,Normal
14081.0,5,9,4369.47,1,4,4,144,Best
14082.0,28,1,231.10999999999999,2,1,1,211,Normal
14083.0,7,3,373.3,1,3,2,132,Normal
14084.0,148,1,150.5,4,1,1,411,Normal
14085.0,4,16,5607.43,1,4,4,144,Best
14086.0,98,1,39.95,3,1,1,311,Normal
14087.0,40,2,638.0,2,2,2,222,Normal
14088.0,42,3,13544.99,2,3,4,234,BigSpenders
14091.0,290,2,9530.08,4,2,4,424,BigSpenders
14092.0,10,10,3152.54,1,4,4,144,Best
14094.0,75,1,311.77,3,1,2,312,Normal
14095.0,358,1,2.95,4,1,1,411,Normal
14097.0,117,2,422.85999999999996,3,2,2,322,Normal
14099.0,11,9,2646.7400000000002,1,4,4,144,Best
14101.0,24,7,3985.14,2,4,4,244,Loyal
14104.0,25,3,527.3199999999999,2,3,2,232,Normal
14105.0,44,4,4722.6,2,3,4,234,BigSpenders
14106.0,373,1,214.79999999999998,4,1,1,411,Normal
14107.0,84,4,2174.07,3,3,4,334,BigSpenders
14108.0,367,2,447.05,4,2,2,422,Normal
14110.0,71,21,7304.8,3,4,4,344,AlmostLost
14112.0,87,6,2919.44,3,4,4,344,AlmostLost
14113.0,11,12,5252.1900000000005,1,4,4,144,Best
14114.0,31,5,977.5600000000001,2,3,3,233,Normal
14115.0,137,2,622.6700000000001,4,2,2,422,Normal
14118.0,64,1,458.45,3,1,2,312,Normal
14119.0,11,2,183.37,1,2,1,121,Normal
14122.0,42,3,362.42,2,3,2,232,Normal
14123.0,369,1,436.18,4,1,2,412,Normal
14126.0,80,1,466.33000000000004,3,1,2,312,Normal
14127.0,16,3,1190.3700000000001,1,3,3,133,Normal
14128.0,187,1,286.71,4,1,1,411,Normal
14129.0,35,4,1467.48,2,3,3,233,Normal
14130.0,11,3,1377.86,1,3,3,133,Normal
14131.0,284,1,168.22,4,1,1,411,Normal
14133.0,369,1,305.5,4,1,1,411,Normal
14134.0,18,15,11123.35,1,4,4,144,Best
14135.0,3,11,4953.61,1,4,4,144,Best
14136.0,36,5,1570.81,2,3,3,233,Normal
14137.0,331,1,332.7,4,1,2,412,Normal
14139.0,126,3,670.98,3,3,2,332,Normal
14142.0,9,2,671.34,1,2,2,122,Normal
14144.0,122,1,30.599999999999998,3,1,1,311,Normal
14145.0,95,3,3857.85,3,3,4,334,BigSpenders
14146.0,19,7,5259.3,2,4,4,244,Loyal
14147.0,24,7,2106.8,2,4,4,244,Loyal
14148.0,50,1,309.09000000000003,2,1,2,212,Normal
14151.0,309,2,679.45,4,2,2,422,Normal
14152.0,23,5,1376.05,2,3,3,233,Normal
14153.0,119,1,233.4,3,1,1,311,Normal
14154.0,17,6,5115.08,1,4,4,144,Best
14156.0,7,102,196549.74,1,4,4,144,Best
14157.0,25,3,553.8000000000001,2,3,2,232,Normal
14159.0,15,9,3230.45,1,4,4,144,Best
14160.0,246,7,8421.47,4,4,4,444,LostBigSpenders
14161.0,5,5,2182.46,1,3,4,134,BigSpenders
14163.0,98,1,148.71,3,1,1,311,Normal
14166.0,141,2,251.15,4,2,1,421,Normal
14167.0,100,4,711.7,3,3,3,333,Normal
14168.0,56,2,370.45,3,2,2,322,Normal
14169.0,66,2,621.51,3,2,2,322,Normal
14170.0,11,3,570.18,1,3,2,132,Normal
14171.0,366,1,135.0,4,1,1,411,Normal
14172.0,241,3,369.02,4,3,2,432,Normal
14173.0,277,2,135.16,4,2,1,421,Normal
14175.0,54,5,4456.58,3,3,4,334,BigSpenders
14176.0,3,2,339.11,1,2,2,122,Normal
14177.0,17,9,1660.23,1,4,3,143,Loyal
14180.0,8,9,1570.73,1,4,3,143,Loyal
14181.0,46,2,308.35,2,2,2,222,Normal
14182.0,79,4,678.77,3,3,2,332,Normal
14183.0,47,2,278.34000000000003,2,2,1,221,Normal
14186.0,63,5,1550.63,3,3,3,333,Normal
14187.0,109,1,123.5,3,1,1,311,Normal
14189.0,4,2,1160.31,1,2,3,123,Normal
14190.0,302,1,79.9,4,1,1,411,Normal
14191.0,30,2,132.9,2,2,1,221,Normal
14192.0,24,1,293.74,2,1,1,211,Normal
14193.0,32,1,356.8,2,1,2,212,Normal
14194.0,28,15,7321.07,2,4,4,244,Loyal
14195.0,75,4,1603.6,3,3,3,333,Normal
14197.0,46,1,390.05,2,1,2,212,Normal
14198.0,36,5,868.33,2,3,3,233,Normal
14199.0,59,3,906.3,3,3,3,333,Normal
14200.0,253,1,379.2,4,1,2,412,Normal
14201.0,45,3,446.1,2,3,2,232,Normal
14202.0,17,3,847.76,1,3,3,133,Normal
14203.0,33,1,339.34,2,1,2,212,Normal
14204.0,58,3,874.22,3,3,3,333,Normal
14205.0,30,7,1947.5,2,4,4,244,Loyal
14206.0,24,2,856.85,2,2,3,223,Normal
14207.0,323,1,157.8,4,1,1,411,Normal
14208.0,187,1,415.31,4,1,2,412,Normal
14209.0,21,9,2919.84,2,4,4,244,Loyal
14210.0,7,11,3955.6800000000003,1,4,4,144,Best
14211.0,47,9,2161.19,2,4,4,244,Loyal
14212.0,81,1,1119.6599999999999,3,1,3,313,Normal
14213.0,40,1,1192.2,2,1,3,213,Normal
14215.0,4,4,1626.61,1,3,3,133,Normal
14216.0,50,1,310.74,2,1,2,212,Normal
14217.0,2,7,1411.91,1,4,3,143,Loyal
14219.0,45,2,543.89,2,2,2,222,Normal
14220.0,203,2,882.5999999999999,4,2,3,423,Normal
14221.0,85,8,3084.69,3,4,4,344,AlmostLost
14224.0,26,5,831.98,2,3,3,233,Normal
14225.0,70,4,2031.07,3,3,4,334,BigSpenders
14226.0,77,1,770.34,3,1,3,313,Normal
14227.0,50,5,3017.75,2,3,4,234,BigSpenders
14228.0,73,3,745.5,3,3,3,333,Normal
14229.0,39,4,1046.84,2,3,3,233,Normal
14230.0,71,3,979.8000000000001,3,3,3,333,Normal
14231.0,86,1,309.91,3,1,2,312,Normal
14233.0,101,3,1441.55,3,3,3,333,Normal
14235.0,134,4,1573.1299999999999,3,3,3,333,Normal
14236.0,8,4,1253.78,1,3,3,133,Normal
14237.0,9,2,471.14,1,2,2,122,Normal
14238.0,298,2,287.38,4,2,1,421,Normal
14239.0,67,10,1882.3200000000002,3,4,4,344,AlmostLost
14240.0,59,1,357.15,3,1,2,312,Normal
14241.0,332,1,120.0,4,1,1,411,Normal
14243.0,1,8,4842.28,1,4,4,144,Best
14244.0,296,1,366.41999999999996,4,1,2,412,Normal
14247.0,40,4,616.79,2,3,2,232,Normal
14248.0,95,2,730.37,3,2,3,323,Normal
14249.0,46,12,5400.461,2,4,4,244,Loyal
14252.0,17,1,350.99,1,1,2,112,Normal
14253.0,129,2,363.40000000000003,3,2,2,322,Normal
14254.0,68,1,601.03,3,1,2,312,Normal
14255.0,182,1,1000.63,4,1,3,413,Normal
14256.0,127,3,1491.73,3,3,3,333,Normal
14257.0,16,4,2854.73,1,3,4,134,BigSpenders
14258.0,31,16,19381.36,2,4,4,244,Loyal
14260.0,107,3,824.28,3,3,3,333,Normal
14263.0,59,1,322.93,3,1,2,312,Normal
14264.0,15,4,1183.39,1,3,3,133,Normal
14265.0,100,2,843.17,3,2,3,323,Normal
14266.0,64,1,40.56,3,1,1,311,Normal
14268.0,106,1,354.85,3,1,2,312,Normal
14269.0,75,1,295.73,3,1,1,311,Normal
14271.0,45,1,101.86,2,1,1,211,Normal
14272.0,198,2,482.85,4,2,2,422,Normal
14274.0,322,1,256.6,4,1,1,411,Normal
14275.0,31,6,1189.3799999999999,2,4,3,243,Loyal
14276.0,43,4,982.94,2,3,3,233,Normal
14277.0,47,6,13009.61,2,4,4,244,Loyal
14278.0,45,1,205.83,2,1,1,211,Normal
14279.0,156,2,191.86,4,2,1,421,Normal
14281.0,44,1,245.15,2,1,1,211,Normal
14282.0,3,11,4120.32,1,4,4,144,Best
14283.0,99,4,628.4399999999999,3,3,2,332,Normal
14284.0,289,1,704.4,4,1,3,413,Normal
14285.0,149,4,1374.41,4,3,3,433,Normal
14286.0,40,4,3851.0099999999998,2,3,4,234,BigSpenders
14290.0,49,3,2201.91,2,3,4,234,BigSpenders
14291.0,16,12,4020.85,1,4,4,144,Best
14292.0,46,7,4354.32,2,4,4,244,Loyal
14293.0,4,6,2221.37,1,4,4,144,Best
14294.0,43,1,375.34,2,1,2,212,Normal
14295.0,74,4,2196.71,3,3,4,334,BigSpenders
14296.0,57,2,456.40000000000003,3,2,2,322,Normal
14298.0,11,38,39667.19,1,4,4,144,Best
14299.0,1,19,10533.87,1,4,4,144,Best
14301.0,52,3,1352.04,2,3,3,233,Normal
14302.0,66,3,742.9000000000001,3,3,3,333,Normal
14303.0,43,2,277.94,2,2,1,221,Normal
14304.0,15,2,1341.56,1,2,3,123,Normal
14306.0,14,4,1058.0800000000002,1,3,3,133,Normal
14307.0,9,5,2075.31,1,3,4,134,BigSpenders
14308.0,185,2,1147.02,4,2,3,423,Normal
14309.0,49,2,1428.28,2,2,3,223,Normal
14310.0,68,1,492.1,3,1,2,312,Normal
14311.0,203,1,206.19,4,1,1,411,Normal
14312.0,14,5,1478.7,1,3,3,133,Normal
14314.0,66,1,109.80000000000001,3,1,1,311,Normal
14315.0,200,2,716.69,4,2,3,423,Normal
14316.0,58,5,1370.34,3,3,3,333,Normal
14318.0,96,1,158.02,3,1,1,311,Normal
14319.0,60,1,494.85,3,1,2,312,Normal
14320.0,182,3,868.96,4,3,3,433,Normal
14321.0,67,2,687.3100000000001,3,2,2,322,Normal
14322.0,65,4,474.1,3,3,2,332,Normal
14324.0,45,2,701.61,2,2,2,222,Normal
14325.0,205,1,245.48000000000002,4,1,1,411,Normal
14326.0,99,2,757.13,3,2,3,323,Normal
14327.0,18,5,1583.28,1,3,3,133,Normal
14328.0,74,1,445.05,3,1,2,312,Normal
14329.0,11,8,4912.38,1,4,4,144,Best
14330.0,259,1,200.63,4,1,1,411,Normal
14332.0,17,2,1077.2,1,2,3,123,Normal
14334.0,61,4,1766.27,3,3,4,334,BigSpenders
14338.0,172,1,339.88,4,1,2,412,Normal
14339.0,64,1,310.75,3,1,2,312,Normal
14341.0,56,10,2285.04,3,4,4,344,AlmostLost
14342.0,68,2,249.88,3,2,1,321,Normal
14343.0,57,4,1079.66,3,3,3,333,Normal
14344.0,3,14,2443.77,1,4,4,144,Best
14346.0,61,3,1294.17,3,3,3,333,Normal
14347.0,372,1,82.6,4,1,1,411,Normal
14350.0,16,2,689.1,1,2,2,122,Normal
14353.0,46,2,285.9,2,2,1,221,Normal
14355.0,1,3,840.0500000000001,1,3,3,133,Normal
14358.0,25,2,400.06,2,2,2,222,Normal
14361.0,214,1,214.70999999999998,4,1,1,411,Normal
14363.0,38,2,227.47000000000003,2,2,1,221,Normal
14365.0,30,2,634.68,2,2,2,222,Normal
14366.0,161,1,136.0,4,1,1,411,Normal
14369.0,278,2,469.13,4,2,2,422,Normal
14370.0,86,6,1175.78,3,4,3,343,Loyal
14372.0,79,2,860.08,3,2,3,323,Normal
14374.0,177,1,108.0,4,1,1,411,Normal
14375.0,86,2,871.26,3,2,3,323,Normal
14376.0,319,1,215.46,4,1,1,411,Normal
14378.0,257,1,131.25,4,1,1,411,Normal
14379.0,29,2,917.06,2,2,3,223,Normal
14380.0,318,1,48.96,4,1,1,411,Normal
14381.0,87,1,423.26,3,1,2,312,Normal
14382.0,26,1,578.14,2,1,2,212,Normal
14384.0,136,1,58.5,3,1,1,311,Normal
14388.0,8,9,3488.16,1,4,4,144,Best
14389.0,60,3,854.55,3,3,3,333,Normal
14390.0,8,5,1731.16,1,3,4,134,BigSpenders
14391.0,212,1,135.6,4,1,1,411,Normal
14392.0,68,1,266.4,3,1,1,311,Normal
14394.0,200,1,93.8,4,1,1,411,Normal
14395.0,8,12,4630.7,1,4,4,144,Best
14396.0,7,6,1591.74,1,4,3,143,Loyal
14398.0,37,2,707.79,2,2,3,223,Normal
14399.0,30,8,2108.21,2,4,4,244,Loyal
14400.0,44,2,1157.77,2,2,3,223,Normal
14401.0,60,9,2744.42,3,4,4,344,AlmostLost
14402.0,288,1,285.6,4,1,1,411,Normal
14403.0,225,2,404.7,4,2,2,422,Normal
14404.0,5,8,1404.04,1,4,3,143,Loyal
14405.0,22,1,195.0,2,1,1,211,Normal
14408.0,107,4,1503.2400000000002,3,3,3,333,Normal
14409.0,4,5,1696.64,1,3,3,133,Normal
14410.0,12,2,1531.63,1,2,3,123,Normal
14412.0,60,1,656.16,3,1,2,312,Normal
14413.0,46,3,643.47,2,3,2,232,Normal
14414.0,10,1,902.35,1,1,3,113,Normal
14415.0,15,10,6124.52,1,4,4,144,Best
14417.0,23,1,524.65,2,1,2,212,Normal
14419.0,18,1,202.85,1,1,1,111,Normal
14420.0,32,3,1251.65,2,3,3,233,Normal
14421.0,148,4,1656.26,4,3,3,433,Normal
14422.0,10,13,6007.88,1,4,4,144,Best
14423.0,73,2,651.41,3,2,2,322,Normal
14425.0,70,3,661.39,3,3,2,332,Normal
14426.0,39,7,7246.27,2,4,4,244,Loyal
14427.0,130,2,900.1800000000001,3,2,3,323,Normal
14429.0,39,1,516.28,2,1,2,212,Normal
14430.0,147,3,1220.9,4,3,3,433,Normal
14431.0,15,3,2143.84,1,3,4,134,BigSpenders
14433.0,101,1,280.7,3,1,1,311,Normal
14435.0,137,1,90.42,4,1,1,411,Normal
14436.0,189,1,182.64000000000001,4,1,1,411,Normal
14437.0,1,5,873.34,1,3,3,133,Normal
14439.0,79,4,6781.8,3,3,4,334,BigSpenders
14440.0,1,9,4281.05,1,4,4,144,Best
14441.0,10,7,2898.8,1,4,4,144,Best
14442.0,50,5,3777.2,2,3,4,234,BigSpenders
14443.0,4,2,966.27,1,2,3,123,Normal
14444.0,92,1,120.44,3,1,1,311,Normal
14445.0,91,1,221.65,3,1,1,311,Normal
14446.0,22,1,189.93,2,1,1,211,Normal
14447.0,36,1,548.5,2,1,2,212,Normal
14449.0,8,5,1555.4,1,3,3,133,Normal
14450.0,15,4,645.19,1,3,2,132,Normal
14451.0,25,10,2614.78,2,4,4,244,Loyal
14452.0,31,2,399.9,2,2,2,222,Normal
14454.0,12,5,977.3,1,3,3,133,Normal
14455.0,68,4,617.72,3,3,2,332,Normal
14458.0,16,1,228.07,1,1,1,111,Normal
14459.0,287,1,3537.821,4,1,4,414,BigSpenders
14460.0,32,6,659.16,2,4,2,242,Loyal
14461.0,18,10,4573.85,1,4,4,144,Best
14462.0,68,1,262.24,3,1,1,311,Normal
14463.0,135,1,256.95,3,1,1,311,Normal
14464.0,204,2,111.0,4,2,1,421,Normal
14465.0,64,8,2887.4100000000003,3,4,4,344,AlmostLost
14466.0,8,7,2374.5,1,4,4,144,Best
14467.0,25,8,1606.98,2,4,3,243,Loyal
14468.0,369,1,204.24,4,1,1,411,Normal
14469.0,52,4,2093.46,2,3,4,234,BigSpenders
14470.0,66,1,250.85,3,1,1,311,Normal
14471.0,227,2,400.95,4,2,2,422,Normal
14472.0,325,1,266.05,4,1,1,411,Normal
14474.0,215,1,711.23,4,1,3,413,Normal
14475.0,44,1,225.3,2,1,1,211,Normal
14477.0,72,3,660.0,3,3,2,332,Normal
14478.0,18,4,1276.66,1,3,3,133,Normal
14479.0,1,3,982.86,1,3,3,133,Normal
14480.0,38,3,1020.47,2,3,3,233,Normal
14481.0,43,3,1648.18,2,3,3,233,Normal
14482.0,15,6,2283.91,1,4,4,144,Best
14483.0,372,1,120.0,4,1,1,411,Normal
14484.0,37,3,749.0600000000001,2,3,3,233,Normal
14486.0,147,2,175.5,4,2,1,421,Normal
14487.0,4,2,225.89000000000001,1,2,1,121,Normal
14489.0,73,3,1111.55,3,3,3,333,Normal
14490.0,42,2,1273.47,2,2,3,223,Normal
14491.0,8,1,127.2,1,1,1,111,Normal
14492.0,66,7,1921.91,3,4,4,344,AlmostLost
14493.0,26,5,2704.62,2,3,4,234,BigSpenders
14494.0,37,2,261.9,2,2,1,221,Normal
14495.0,295,1,51.0,4,1,1,411,Normal
14496.0,9,6,2129.42,1,4,4,144,Best
14497.0,309,1,221.69,4,1,1,411,Normal
14498.0,37,5,1943.51,2,3,4,234,BigSpenders
14499.0,10,4,1293.3500000000001,1,3,3,133,Normal
14505.0,40,11,6019.65,2,4,4,244,Loyal
14506.0,5,3,1256.6000000000001,1,3,3,133,Normal
14507.0,14,5,1848.8600000000001,1,3,4,134,BigSpenders
14508.0,12,3,554.87,1,3,2,132,Normal
14509.0,170,1,110.95,4,1,1,411,Normal
14510.0,11,3,979.85,1,3,3,133,Normal
14512.0,19,5,940.69,2,3,3,233,Normal
14513.0,72,3,332.42,3,3,2,332,Normal
14514.0,72,6,3389.84,3,4,4,344,AlmostLost
14515.0,23,6,1647.17,2,4,3,243,Loyal
14516.0,152,1,151.17,4,1,1,411,Normal
14519.0,319,2,203.14,4,2,1,421,Normal
14521.0,127,1,199.45000000000002,3,1,1,311,Normal
14522.0,231,4,773.8800000000001,4,3,3,433,Normal
14524.0,45,4,1066.03,2,3,3,233,Normal
14525.0,64,8,3810.64,3,4,4,344,AlmostLost
14526.0,25,1,258.65,2,1,1,211,Normal
14527.0,1,69,19257.08,1,4,4,144,Best
14530.0,32,10,3226.76,2,4,4,244,Loyal
14531.0,115,1,376.34,3,1,2,312,Normal
14532.0,47,7,2912.93,2,4,4,244,Loyal
14533.0,43,4,1516.65,2,3,3,233,Normal
14534.0,33,8,1790.36,2,4,4,244,Loyal
14535.0,31,6,3118.39,2,4,4,244,Loyal
14537.0,259,1,285.84000000000003,4,1,1,411,Normal
14538.0,166,3,982.59,4,3,3,433,Normal
14540.0,15,8,2756.98,1,4,4,144,Best
14541.0,52,6,1038.03,2,4,3,243,Loyal
14543.0,16,23,10988.14,1,4,4,144,Best
14544.0,106,1,934.23,3,1,3,313,Normal
14545.0,310,1,349.25,4,1,2,412,Normal
14546.0,12,6,2610.91,1,4,4,144,Best
14548.0,120,7,1888.49,3,4,4,344,AlmostLost
14549.0,56,3,624.36,3,3,2,332,Normal
14550.0,24,2,587.69,2,2,2,222,Normal
14551.0,47,5,691.86,2,3,2,232,Normal
14552.0,16,2,343.71,1,2,2,122,Normal
14553.0,47,4,959.33,2,3,3,233,Normal
14555.0,17,4,1991.49,1,3,4,134,BigSpenders
14556.0,232,3,815.69,4,3,3,433,Normal
14558.0,290,3,655.5,4,3,2,432,Normal
14559.0,26,1,75.6,2,1,1,211,Normal
14560.0,15,22,3876.2599999999998,1,4,4,144,Best
14562.0,26,8,1631.38,2,4,3,243,Loyal
14563.0,145,2,640.54,4,2,2,422,Normal
14564.0,70,2,2605.62,3,2,4,324,BigSpenders
14565.0,109,1,760.1,3,1,3,313,Normal
14566.0,53,3,2660.0,2,3,4,234,BigSpenders
14568.0,71,1,919.7,3,1,3,313,Normal
14569.0,88,3,369.94,3,3,2,332,Normal
14570.0,79,1,395.69,3,1,2,312,Normal
14571.0,61,1,160.0,3,1,1,311,Normal
14572.0,53,4,2722.34,2,3,4,234,BigSpenders
14573.0,8,5,925.3,1,3,3,133,Normal
14574.0,368,1,143.70000000000002,4,1,1,411,Normal
14575.0,124,1,420.22,3,1,2,312,Normal
14576.0,8,1,35.400000000000006,1,1,1,111,Normal
14577.0,30,3,504.44,2,3,2,232,Normal
14579.0,68,1,105.56,3,1,1,311,Normal
14580.0,154,1,14.850000000000001,4,1,1,411,Normal
14581.0,180,1,271.05,4,1,1,411,Normal
14583.0,19,3,673.33,2,3,2,232,Normal
14584.0,57,4,705.1,3,3,3,333,Normal
14585.0,18,4,986.22,1,3,3,133,Normal
14588.0,214,1,135.39,4,1,1,411,Normal
14589.0,7,1,39.75,1,1,1,111,Normal
